time,temp1,temp2,temp3,temp4,Mode1_f0,Mode1_ql,Mode1_c1,Mode1_c2,Mode2_f0,Mode2_ql,Mode2_c1,Mode2_c2,Mode3_f0,Mode3_ql,Mode3_c1,Mode3_c2,Mode4_f0,Mode4_ql,Mode4_c1,Mode4_c2
536.639547,502.871,61.626,500.9,17.6414,7095334286,62379.87957,0.006502356,0.05898682,7295272153,93060.40789,0.009453707,0.065342073,7848818280,46203.64171,0.00927194,0.062217925,8029470352,62142.64351,0.025439863,0.049289789
541.851467,502.836,61.7644,500.876,17.7392,7095334552,62266.15163,0.006891975,0.058979401,7295271921,92939.73108,0.009366332,0.065393002,7848817018,46337.85404,0.008678611,0.062187993,8029469753,62431.01812,0.021191035,0.049259195
547.066027,502.762,61.9029,500.852,17.8371,7095334147,62955.31968,0.006319952,0.058818667,7295271909,93104.74002,0.009276705,0.065372509,7848818060,46038.5672,0.009624547,0.062100304,8029469771,62515.25286,0.024709595,0.049267211
552.308626,502.695,62.0418,500.827,17.9357,7095334093,62632.85607,0.006570487,0.058886654,7295271683,92815.43637,0.009426512,0.065374155,7848817594,45940.43092,0.009052962,0.062064237,8029468805,62581.85808,0.023422813,0.049253016
557.52221,502.654,62.1802,500.807,18.0323,7095333744,62300.55479,0.006542315,0.058894407,7295271369,92726.41639,0.009500343,0.065341563,7848817240,45848.42001,0.009376776,0.062041754,8029470496,62878.33481,0.021456255,0.049207836
562.756288,502.576,62.3162,500.705,18.1275,7095333964,62265.85337,0.006753693,0.058854009,7295271132,92864.4513,0.009322178,0.065329702,7848816615,46050.43835,0.009383992,0.062074596,8029469347,62660.08088,0.02006429,0.049168852
567.979112,502.401,62.4931,500.528,18.2017,7095333683,62606.51509,0.00673094,0.058866038,7295271035,92710.79129,0.009295465,0.065327867,7848816273,45762.13833,0.006776207,0.061983526,8029467814,63096.44926,0.027398536,0.049153829
573.221712,502.254,62.6274,500.352,18.2896,7095333338,62810.09186,0.006339873,0.058736801,7295270902,92959.44936,0.009407824,0.06532051,7848817024,45841.65609,0.008515299,0.061915826,8029467489,62168.08591,0.026456123,0.049168024
578.434048,502.278,62.762,500.28,18.384,7095332726,62604.22189,0.006371926,0.058788296,7295270521,92785.97342,0.009308675,0.065232136,7848815961,46325.11688,0.009367385,0.061978089,8029468389,63118.2811,0.021989695,0.049181154
583.636174,502.426,62.895,500.414,18.4783,7095332709,62511.3509,0.006237576,0.058682324,7295270457,92844.68552,0.009462084,0.065224788,7848817157,45901.76342,0.006305676,0.061862612,8029467736,62617.65549,0.021221265,0.049116546
